,Q18_categorized,Q20_categorized,gambled_before,p_gender_sdc,p_age_group_sdc,Q22,Q1,Q9a,Q9b,Q9c,Q9d,Q9e,Q16a,Q16b,Q16c,Q16d,Q16e,Q16f,Q16g,Q16h,Q16i,Q17a,Q17b,Q17c,Q17d
1001,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_3,Q22_1,Q1_4,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_3,Q16a_2,Q16b_1,Q16c_2,Q16d_4,Q16e_1,Q16f_4,Q16g_4,Q16h_1,Q16i_2,Q17a_2,Q17b_2,Q17c_3,Q17d_4
1002,Q18_1,Q20_1,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_2,Q22_3,Q1_2,Q9a_3,Q9b_3,Q9c_2,Q9d_3,Q9e_3,Q16a_3,Q16b_2,Q16c_3,Q16d_2,Q16e_2,Q16f_3,Q16g_4,Q16h_3,Q16i_2,Q17a_3,Q17b_2,Q17c_3,Q17d_4
1003,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_3,Q22_1,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_3,Q16a_1,Q16b_3,Q16c_3,Q16d_3,Q16e_4,Q16f_4,Q16g_3,Q16h_3,Q16i_3,Q17a_2,Q17b_3,Q17c_2,Q17d_2
1004,Q18_2,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_3,Q22_1,Q1_2,Q9a_4,Q9b_2,Q9c_3,Q9d_2,Q9e_4,Q16a_2,Q16b_2,Q16c_2,Q16d_2,Q16e_2,Q16f_3,Q16g_4,Q16h_3,Q16i_2,Q17a_3,Q17b_3,Q17c_2,Q17d_2
1005,Q18_1,Q20_1,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_2,Q22_2,Q1_2,Q9a_1,Q9b_2,Q9c_1,Q9d_2,Q9e_2,Q16a_4,Q16b_2,Q16c_2,Q16d_3,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_1,Q17a_3,Q17b_2,Q17c_2,Q17d_3
1006,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_2,Q22_1,Q1_4,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_3,Q16a_2,Q16b_1,Q16c_2,Q16d_2,Q16e_2,Q16f_2,Q16g_3,Q16h_3,Q16i_1,Q17a_4,Q17b_2,Q17c_2,Q17d_3
1007,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_3,Q22_1,Q1_2,Q9a_2,Q9b_3,Q9c_3,Q9d_2,Q9e_2,Q16a_2,Q16b_1,Q16c_1,Q16d_2,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_1,Q17a_3,Q17b_2,Q17c_D,Q17d_2
1008,Q18_0,Q20_0,gambled_12m_1,p_gender_sdc_2, ,Q22_3,Q1_4,Q9a_4,Q9b_3,Q9c_4,Q9d_3,Q9e_3,Q16a_2,Q16b_1,Q16c_2,Q16d_3,Q16e_1,Q16f_3,Q16g_3,Q16h_3,Q16i_1,Q17a_3,Q17b_3,Q17c_2,Q17d_2
1009,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_1, ,Q22_3,Q1_2,Q9a_3,Q9b_2,Q9c_2,Q9d_2,Q9e_2,Q16a_2,Q16b_1,Q16c_2,Q16d_2,Q16e_1,Q16f_3,Q16g_3,Q16h_3,Q16i_1,Q17a_2,Q17b_2,Q17c_3,Q17d_3
1010,Q18_2,Q20_2,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_3,Q22_1,Q1_5,Q9a_3,Q9b_3,Q9c_4,Q9d_3,Q9e_3,Q16a_1,Q16b_1,Q16c_3,Q16d_3,Q16e_3,Q16f_3,Q16g_4,Q16h_4,Q16i_3,Q17a_4,Q17b_3,Q17c_2,Q17d_3
1011,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_1,Q22_2,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_2,Q9e_3,Q16a_2,Q16b_2,Q16c_2,Q16d_2,Q16e_2,Q16f_3,Q16g_2,Q16h_4,Q16i_1,Q17a_2,Q17b_2,Q17c_2,Q17d_4
1012,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_1,Q22_1,Q1_2,Q9a_4,Q9b_3,Q9c_3,Q9d_3,Q9e_4,Q16a_2,Q16b_2,Q16c_3,Q16d_2,Q16e_2,Q16f_2,Q16g_3,Q16h_4,Q16i_2,Q17a_3,Q17b_3,Q17c_2,Q17d_3
1013,Q18_1,Q20_2,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_4,Q22_1,Q1_2,Q9a_4,Q9b_3,Q9c_2,Q9d_2,Q9e_3,Q16a_2,Q16b_2,Q16c_2,Q16d_2,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_3,Q17a_3,Q17b_2,Q17c_3,Q17d_2
1014,Q18_2,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_3,Q22_1,Q1_1,Q9a_3,Q9b_3,Q9c_3,Q9d_2,Q9e_2,Q16a_2,Q16b_2,Q16c_3,Q16d_2,Q16e_2,Q16f_3,Q16g_2,Q16h_3,Q16i_3,Q17a_3,Q17b_2,Q17c_4,Q17d_3
1015,Q18_1,Q20_2,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_3,Q22_3,Q1_5,Q9a_4,Q9b_3,Q9c_3,Q9d_3,Q9e_4,Q16a_3,Q16b_1,Q16c_1,Q16d_3,Q16e_1,Q16f_4,Q16g_3,Q16h_2,Q16i_2,Q17a_3,Q17b_2,Q17c_3,Q17d_4
1016,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_4,Q22_1,Q1_2,Q9a_3,Q9b_1,Q9c_3,Q9d_2,Q9e_3,Q16a_2,Q16b_2,Q16c_1,Q16d_3,Q16e_1,Q16f_3,Q16g_3,Q16h_2,Q16i_1,Q17a_4,Q17b_1,Q17c_3,Q17d_3
1017,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_1,Q1_D,Q9a_3,Q9b_3,Q9c_D,Q9d_3,Q9e_2,Q16a_3,Q16b_2,Q16c_D,Q16d_2,Q16e_2,Q16f_3,Q16g_3,Q16h_D,Q16i_2,Q17a_3,Q17b_2,Q17c_3,Q17d_3
1018,Q18_1,Q20_2,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_3,Q22_3,Q1_4,Q9a_3,Q9b_3,Q9c_2,Q9d_4,Q9e_3,Q16a_3,Q16b_1,Q16c_1,Q16d_3,Q16e_2,Q16f_4,Q16g_3,Q16h_2,Q16i_2,Q17a_3,Q17b_2,Q17c_D,Q17d_4
1019,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_1,Q22_3,Q1_2,Q9a_3,Q9b_3,Q9c_2,Q9d_3,Q9e_3,Q16a_2,Q16b_2,Q16c_2,Q16d_3,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_2,Q17b_2,Q17c_2,Q17d_2
1020,Q18_1,Q20_2,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_3,Q22_3,Q1_4,Q9a_3,Q9b_4,Q9c_3,Q9d_3,Q9e_3,Q16a_4,Q16b_1,Q16c_4,Q16d_4,Q16e_1,Q16f_4,Q16g_1,Q16h_2,Q16i_2,Q17a_4,Q17b_1,Q17c_4,Q17d_4
1021,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_2,Q22_1,Q1_4,Q9a_4,Q9b_4,Q9c_3,Q9d_3,Q9e_3,Q16a_2,Q16b_3,Q16c_3,Q16d_2,Q16e_3,Q16f_2,Q16g_3,Q16h_4,Q16i_2,Q17a_2,Q17b_3,Q17c_2,Q17d_2
1022,Q18_1,Q20_1,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_3,Q22_1,Q1_4,Q9a_4,Q9b_3,Q9c_3,Q9d_3,Q9e_4,Q16a_2,Q16b_1,Q16c_3,Q16d_4,Q16e_1,Q16f_3,Q16g_3,Q16h_3,Q16i_3,Q17a_4,Q17b_2,Q17c_3,Q17d_2
1023,Q18_0,Q20_0,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_2,Q22_3,Q1_2,Q9a_2,Q9b_2,Q9c_2,Q9d_2,Q9e_2,Q16a_2,Q16b_1,Q16c_1,Q16d_3,Q16e_1,Q16f_4,Q16g_4,Q16h_2,Q16i_1,Q17a_2,Q17b_1,Q17c_2,Q17d_2
1024,Q18_1,Q20_D,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_3,Q22_1,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_D,Q9e_3,Q16a_2,Q16b_2,Q16c_3,Q16d_2,Q16e_3,Q16f_2,Q16g_1,Q16h_4,Q16i_D,Q17a_3,Q17b_D,Q17c_D,Q17d_2
1025,Q18_0,Q20_2,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_1,Q22_3,Q1_4,Q9a_3,Q9b_3,Q9c_3,Q9d_4,Q9e_4,Q16a_3,Q16b_2,Q16c_2,Q16d_3,Q16e_2,Q16f_3,Q16g_2,Q16h_2,Q16i_2,Q17a_3,Q17b_2,Q17c_3,Q17d_4
1026,Q18_1,Q20_1,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_4,Q22_3,Q1_2,Q9a_3,Q9b_2,Q9c_2,Q9d_2,Q9e_3,Q16a_2,Q16b_2,Q16c_2,Q16d_3,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_1,Q17a_2,Q17b_2,Q17c_2,Q17d_3
1027,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_4,Q22_1,Q1_2,Q9a_3,Q9b_2,Q9c_3,Q9d_2,Q9e_3,Q16a_2,Q16b_2,Q16c_3,Q16d_2,Q16e_3,Q16f_3,Q16g_3,Q16h_3,Q16i_3,Q17a_2,Q17b_3,Q17c_2,Q17d_2
1028,Q18_1,Q20_2,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_2,Q22_3,Q1_5,Q9a_4,Q9b_3,Q9c_1,Q9d_3,Q9e_4,Q16a_3,Q16b_1,Q16c_1,Q16d_3,Q16e_1,Q16f_4,Q16g_3,Q16h_1,Q16i_1,Q17a_4,Q17b_1,Q17c_3,Q17d_3
1029,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_3,Q22_3,Q1_2,Q9a_3,Q9b_3,Q9c_2,Q9d_2,Q9e_3,Q16a_2,Q16b_2,Q16c_2,Q16d_3,Q16e_2,Q16f_4,Q16g_3,Q16h_3,Q16i_3,Q17a_4,Q17b_3,Q17c_2,Q17d_2
1030,Q18_1,Q20_2,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_4,Q22_3,Q1_2,Q9a_2,Q9b_2,Q9c_2,Q9d_2,Q9e_3,Q16a_2,Q16b_2,Q16c_1,Q16d_3,Q16e_2,Q16f_3,Q16g_3,Q16h_2,Q16i_1,Q17a_3,Q17b_1,Q17c_1,Q17d_2
1031,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_3,Q22_2,Q1_2,Q9a_2,Q9b_1,Q9c_2,Q9d_3,Q9e_4,Q16a_2,Q16b_1,Q16c_2,Q16d_2,Q16e_2,Q16f_3,Q16g_2,Q16h_3,Q16i_3,Q17a_3,Q17b_2,Q17c_4,Q17d_1
1032,Q18_2,Q20_2,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_4,Q22_2,Q1_2,Q9a_4,Q9b_2,Q9c_3,Q9d_2,Q9e_2,Q16a_2,Q16b_1,Q16c_1,Q16d_3,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_3,Q17a_2,Q17b_2,Q17c_2,Q17d_3
1033,Q18_1,Q20_0,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_3,Q22_1,Q1_2,Q9a_2,Q9b_3,Q9c_2,Q9d_2,Q9e_3,Q16a_2,Q16b_2,Q16c_2,Q16d_4,Q16e_2,Q16f_4,Q16g_4,Q16h_2,Q16i_1,Q17a_2,Q17b_4,Q17c_2,Q17d_4
1034,Q18_1,Q20_2,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_2,Q22_3,Q1_4,Q9a_2,Q9b_2,Q9c_2,Q9d_3,Q9e_3,Q16a_2,Q16b_1,Q16c_2,Q16d_3,Q16e_3,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_4,Q17b_2,Q17c_4,Q17d_2
1035,Q18_1,Q20_1,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_1,Q22_2,Q1_2,Q9a_3,Q9b_3,Q9c_2,Q9d_3,Q9e_3,Q16a_2,Q16b_1,Q16c_3,Q16d_3,Q16e_2,Q16f_3,Q16g_2,Q16h_3,Q16i_1,Q17a_2,Q17b_2,Q17c_3,Q17d_3
1036,Q18_1,Q20_1,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_3,Q22_3,Q1_2,Q9a_4,Q9b_2,Q9c_3,Q9d_2,Q9e_3,Q16a_3,Q16b_1,Q16c_2,Q16d_3,Q16e_1,Q16f_3,Q16g_3,Q16h_1,Q16i_2,Q17a_3,Q17b_1,Q17c_3,Q17d_3
1037,Q18_1,Q20_1,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_1,Q22_2,Q1_2,Q9a_3,Q9b_2,Q9c_3,Q9d_3,Q9e_2,Q16a_3,Q16b_1,Q16c_1,Q16d_3,Q16e_2,Q16f_4,Q16g_2,Q16h_3,Q16i_2,Q17a_4,Q17b_2,Q17c_3,Q17d_3
1038,Q18_1,Q20_2,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_1,Q22_2,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_3,Q16a_4,Q16b_2,Q16c_1,Q16d_4,Q16e_1,Q16f_4,Q16g_4,Q16h_1,Q16i_2,Q17a_2,Q17b_2,Q17c_3,Q17d_4
1039,Q18_2,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_2,Q22_1,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_3,Q16a_2,Q16b_2,Q16c_2,Q16d_2,Q16e_2,Q16f_4,Q16g_2,Q16h_2,Q16i_1,Q17a_3,Q17b_2,Q17c_2,Q17d_3
1040,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_3,Q22_1,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_3,Q16a_2,Q16b_2,Q16c_3,Q16d_2,Q16e_3,Q16f_3,Q16g_2,Q16h_3,Q16i_2,Q17a_3,Q17b_3,Q17c_2,Q17d_2
1041,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_3,Q22_1,Q1_4,Q9a_3,Q9b_3,Q9c_2,Q9d_3,Q9e_3,Q16a_3,Q16b_1,Q16c_3,Q16d_2,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_1,Q17a_4,Q17b_2,Q17c_3,Q17d_3
1042,Q18_0,Q20_1,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_2,Q22_3,Q1_2,Q9a_3,Q9b_2,Q9c_2,Q9d_2,Q9e_3,Q16a_3,Q16b_1,Q16c_1,Q16d_3,Q16e_1,Q16f_4,Q16g_4,Q16h_2,Q16i_1,Q17a_2,Q17b_2,Q17c_2,Q17d_3
1043,Q18_1,Q20_0,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_1,Q22_3,Q1_2,Q9a_4,Q9b_4,Q9c_3,Q9d_4,Q9e_4,Q16a_3,Q16b_1,Q16c_1,Q16d_3,Q16e_1,Q16f_4,Q16g_1,Q16h_1,Q16i_1,Q17a_2,Q17b_2,Q17c_2,Q17d_3
1044,Q18_1,Q20_2,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_1,Q22_3,Q1_4,Q9a_4,Q9b_3,Q9c_3,Q9d_3,Q9e_3,Q16a_2,Q16b_2,Q16c_2,Q16d_3,Q16e_1,Q16f_4,Q16g_3,Q16h_3,Q16i_2,Q17a_3,Q17b_2,Q17c_3,Q17d_4
1045,Q18_1,Q20_2,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_2,Q22_1,Q1_4,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_3,Q16a_3,Q16b_2,Q16c_2,Q16d_4,Q16e_1,Q16f_4,Q16g_4,Q16h_1,Q16i_3,Q17a_3,Q17b_1,Q17c_4,Q17d_3
1046,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_3,Q22_3,Q1_4,Q9a_4,Q9b_4,Q9c_4,Q9d_4,Q9e_4,Q16a_4,Q16b_3,Q16c_3,Q16d_4,Q16e_3,Q16f_3,Q16g_4,Q16h_4,Q16i_4,Q17a_2,Q17b_4,Q17c_1,Q17d_1
1047,Q18_0,Q20_2,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_1,Q1_2,Q9a_4,Q9b_4,Q9c_4,Q9d_3,Q9e_4,Q16a_2,Q16b_2,Q16c_2,Q16d_D,Q16e_3,Q16f_D,Q16g_D,Q16h_3,Q16i_2,Q17a_3,Q17b_3,Q17c_3,Q17d_2
1048,Q18_2,Q20_2,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_3,Q1_4,Q9a_3,Q9b_4,Q9c_2,Q9d_4,Q9e_3,Q16a_2,Q16b_2,Q16c_2,Q16d_2,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_2,Q17b_2,Q17c_2,Q17d_2
1049,Q18_1,Q20_2,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_2,Q22_1,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_3,Q16a_3,Q16b_2,Q16c_2,Q16d_3,Q16e_1,Q16f_3,Q16g_3,Q16h_2,Q16i_2,Q17a_2,Q17b_2,Q17c_3,Q17d_3
1050,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_3,Q22_3,Q1_2,Q9a_3,Q9b_2,Q9c_3,Q9d_2,Q9e_2,Q16a_2,Q16b_2,Q16c_3,Q16d_1,Q16e_3,Q16f_2,Q16g_3,Q16h_4,Q16i_3,Q17a_3,Q17b_3,Q17c_2,Q17d_2
1051,Q18_0,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_2,Q22_3,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_2,Q9e_3,Q16a_2,Q16b_1,Q16c_2,Q16d_3,Q16e_2,Q16f_4,Q16g_3,Q16h_2,Q16i_2,Q17a_4,Q17b_1,Q17c_3,Q17d_3
1052,Q18_2,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_4,Q22_3,Q1_2,Q9a_2,Q9b_3,Q9c_2,Q9d_1,Q9e_1,Q16a_2,Q16b_1,Q16c_2,Q16d_3,Q16e_2,Q16f_3,Q16g_4,Q16h_3,Q16i_3,Q17a_4,Q17b_2,Q17c_3,Q17d_2
1053,Q18_1,Q20_2,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_3,Q22_3,Q1_4,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_3,Q16a_2,Q16b_2,Q16c_2,Q16d_2,Q16e_2,Q16f_3,Q16g_3,Q16h_2,Q16i_3,Q17a_3,Q17b_2,Q17c_2,Q17d_3
1054,Q18_0,Q20_0,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_3,Q22_1,Q1_1,Q9a_3,Q9b_3,Q9c_3,Q9d_2,Q9e_2,Q16a_2,Q16b_2,Q16c_3,Q16d_2,Q16e_3,Q16f_3,Q16g_3,Q16h_3,Q16i_3,Q17a_3,Q17b_3,Q17c_2,Q17d_2
1055,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_2,Q22_3,Q1_4,Q9a_3,Q9b_3,Q9c_2,Q9d_2,Q9e_3,Q16a_3,Q16b_1,Q16c_2,Q16d_3,Q16e_1,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_4,Q17b_1,Q17c_3,Q17d_3
1056,Q18_1,Q20_0,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_4,Q22_1,Q1_2,Q9a_3,Q9b_3,Q9c_2,Q9d_2,Q9e_2,Q16a_2,Q16b_2,Q16c_3,Q16d_3,Q16e_3,Q16f_3,Q16g_3,Q16h_4,Q16i_2,Q17a_2,Q17b_3,Q17c_2,Q17d_3
1057,Q18_1,Q20_2,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_4,Q22_3,Q1_4,Q9a_4,Q9b_4,Q9c_3,Q9d_3,Q9e_4,Q16a_2,Q16b_1,Q16c_1,Q16d_4,Q16e_2,Q16f_3,Q16g_3,Q16h_1,Q16i_2,Q17a_4,Q17b_1,Q17c_4,Q17d_3
1058,Q18_0,Q20_1,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_3,Q22_3,Q1_4,Q9a_3,Q9b_3,Q9c_2,Q9d_3,Q9e_4,Q16a_2,Q16b_2,Q16c_1,Q16d_3,Q16e_2,Q16f_4,Q16g_3,Q16h_3,Q16i_3,Q17a_4,Q17b_1,Q17c_3,Q17d_2
1059,Q18_1,Q20_0,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_3,Q22_3,Q1_4,Q9a_4,Q9b_3,Q9c_3,Q9d_2,Q9e_3,Q16a_4,Q16b_2,Q16c_1,Q16d_4,Q16e_1,Q16f_4,Q16g_4,Q16h_1,Q16i_1,Q17a_2,Q17b_1,Q17c_3,Q17d_4
1060,Q18_1,Q20_1,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_2,Q22_3,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_3,Q16a_3,Q16b_2,Q16c_2,Q16d_3,Q16e_2,Q16f_2,Q16g_3,Q16h_3,Q16i_2,Q17a_2,Q17b_3,Q17c_2,Q17d_3
1061,Q18_2,Q20_2,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_2,Q22_3,Q1_2,Q9a_4,Q9b_2,Q9c_3,Q9d_2,Q9e_3,Q16a_2,Q16b_2,Q16c_1,Q16d_3,Q16e_2,Q16f_3,Q16g_3,Q16h_2,Q16i_3,Q17a_2,Q17b_3,Q17c_2,Q17d_2
1062,Q18_2,Q20_2,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_4,Q22_1,Q1_4,Q9a_2,Q9b_3,Q9c_2,Q9d_3,Q9e_4,Q16a_2,Q16b_1,Q16c_2,Q16d_2,Q16e_2,Q16f_3,Q16g_3,Q16h_2,Q16i_1,Q17a_4,Q17b_2,Q17c_4,Q17d_3
1063,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_2,Q22_1,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_2,Q9e_4,Q16a_2,Q16b_2,Q16c_2,Q16d_2,Q16e_2,Q16f_2,Q16g_2,Q16h_2,Q16i_2,Q17a_2,Q17b_2,Q17c_2,Q17d_2
1064,Q18_2,Q20_2,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_3,Q22_1,Q1_5,Q9a_4,Q9b_2,Q9c_3,Q9d_2,Q9e_2,Q16a_3,Q16b_1,Q16c_1,Q16d_1,Q16e_1,Q16f_4,Q16g_1,Q16h_2,Q16i_2,Q17a_4,Q17b_2,Q17c_2,Q17d_3
1065,Q18_1,Q20_1,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_1,Q22_3,Q1_5,Q9a_4,Q9b_4,Q9c_4,Q9d_4,Q9e_4,Q16a_2,Q16b_3,Q16c_1,Q16d_4,Q16e_1,Q16f_4,Q16g_3,Q16h_3,Q16i_3,Q17a_4,Q17b_2,Q17c_4,Q17d_2
1066,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_3,Q1_1,Q9a_4,Q9b_4,Q9c_3,Q9d_4,Q9e_3,Q16a_3,Q16b_1,Q16c_1,Q16d_4,Q16e_1,Q16f_4,Q16g_4,Q16h_1,Q16i_3,Q17a_4,Q17b_1,Q17c_3,Q17d_4
1067,Q18_1,Q20_2,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_3,Q22_1,Q1_4,Q9a_3,Q9b_2,Q9c_2,Q9d_2,Q9e_2,Q16a_3,Q16b_1,Q16c_1,Q16d_3,Q16e_1,Q16f_4,Q16g_4,Q16h_3,Q16i_1,Q17a_4,Q17b_2,Q17c_3,Q17d_3
1068,Q18_0,Q20_2,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_4,Q22_3,Q1_4,Q9a_4,Q9b_4,Q9c_3,Q9d_3,Q9e_3,Q16a_3,Q16b_1,Q16c_2,Q16d_2,Q16e_2,Q16f_3,Q16g_4,Q16h_3,Q16i_2,Q17a_4,Q17b_2,Q17c_3,Q17d_4
1069,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_2,Q22_1,Q1_4,Q9a_4,Q9b_4,Q9c_3,Q9d_3,Q9e_3,Q16a_2,Q16b_2,Q16c_2,Q16d_3,Q16e_1,Q16f_4,Q16g_4,Q16h_3,Q16i_2,Q17a_4,Q17b_3,Q17c_2,Q17d_2
1070,Q18_1,Q20_0,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_3,Q22_3,Q1_4,Q9a_3,Q9b_3,Q9c_2,Q9d_3,Q9e_2,Q16a_3,Q16b_2,Q16c_2,Q16d_3,Q16e_2,Q16f_3,Q16g_3,Q16h_2,Q16i_2,Q17a_3,Q17b_2,Q17c_3,Q17d_3
1071,Q18_0,Q20_1,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_1,Q22_3,Q1_5,Q9a_2,Q9b_3,Q9c_2,Q9d_4,Q9e_4,Q16a_3,Q16b_1,Q16c_1,Q16d_4,Q16e_1,Q16f_4,Q16g_1,Q16h_1,Q16i_1,Q17a_4,Q17b_1,Q17c_4,Q17d_4
1072,Q18_2,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_1,Q1_1,Q9a_3,Q9b_2,Q9c_3,Q9d_2,Q9e_3,Q16a_2,Q16b_2,Q16c_1,Q16d_3,Q16e_2,Q16f_2,Q16g_4,Q16h_1,Q16i_3,Q17a_3,Q17b_1,Q17c_2,Q17d_2
1073,Q18_0,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_1,Q1_2,Q9a_3,Q9b_2,Q9c_3,Q9d_2,Q9e_3,Q16a_2,Q16b_1,Q16c_1,Q16d_3,Q16e_1,Q16f_4,Q16g_4,Q16h_3,Q16i_2,Q17a_3,Q17b_2,Q17c_2,Q17d_2
1074,Q18_1,Q20_2,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_2,Q22_3,Q1_5,Q9a_4,Q9b_4,Q9c_2,Q9d_4,Q9e_4,Q16a_2,Q16b_1,Q16c_2,Q16d_3,Q16e_1,Q16f_3,Q16g_4,Q16h_3,Q16i_2,Q17a_4,Q17b_1,Q17c_3,Q17d_3
1075,Q18_0,Q20_0,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_3,Q22_1,Q1_1,Q9a_3,Q9b_3,Q9c_3,Q9d_2,Q9e_3,Q16a_2,Q16b_1,Q16c_2,Q16d_2,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_1,Q17a_4,Q17b_2,Q17c_3,Q17d_2
